full_text,lower_case,remove_slang,remove_elongation,emoji_to_text,tweet_tokens,stem,remove_stopwords,remove_stop_words_nltk
@txtdrnaktengah_ Ppn naik harga dollar naik subsidi bbm dicabut diskon pln cuma sampe februari. Yang masih sama cuma status kamu dan dia yg masih ga jelas. Sementara sekian yg dapat saya laporkan ‍️,@txtdrnaktengah ppn naik harga dollar naik subsidi bbm dicabut diskon pln cuma sampe februari yang masih sama cuma status kamu dan dia yg masih ga jelas sementara sekian yg dapat saya laporkan ‍️,@txtdrnaktengah ppn naik harga dollar naik subsidi bbm dicabut diskon pln cuma sampai februari yang masih sama cuma status kamu dan dia yang masih enggak jelas sementara sekian yang dapat saya laporkan ‍️,@txtdrnaktengah ppn naik harga dollar naik subsidi bbm dicabut diskon pln cuma sampai februari yang masih sama cuma status kamu dan dia yang masih enggak jelas sementara sekian yang dapat saya laporkan ‍️,@txtdrnaktengah ppn naik harga dollar naik subsidi bbm dicabut diskon pln cuma sampai februari yang masih sama cuma status kamu dan dia yang masih enggak jelas sementara sekian yang dapat saya laporkan ‍️,"['ppn', 'naik', 'harga', 'dollar', 'naik', 'subsidi', 'bbm', 'dicabut', 'diskon', 'pln', 'cuma', 'sampai', 'februari', 'yang', 'masih', 'sama', 'cuma', 'status', 'kamu', 'dan', 'dia', 'yang', 'masih', 'enggak', 'jelas', 'sementara', 'sekian', 'yang', 'dapat', 'saya', 'laporkan', ' \u200d️']","['ppn', 'naik', 'harga', 'dollar', 'naik', 'subsidi', 'bbm', 'cabut', 'diskon', 'pln', 'cuma', 'sampai', 'februari', 'yang', 'masih', 'sama', 'cuma', 'status', 'kamu', 'dan', 'dia', 'yang', 'masih', 'tidak', 'jelas', 'sementara', 'sekian', 'yang', 'dapat', 'saya', 'lapor', ' \u200d️']","['ppn', 'harga', 'dollar', 'subsidi', 'bbm', 'cabut', 'diskon', 'pln', 'februari', 'status', 'sekian', 'lapor', '\u200d️']","['ppn', 'harga', 'dollar', 'subsidi', 'bbm', 'cabut', 'diskon', 'pln', 'februari', 'status', 'sekian', 'lapor', '\u200d️']"
@detikcom PPN 12% harga barang pada naik semua otomatis,@detikcom ppn 12 harga barang pada naik semua otomatis,@detikcom ppn 12 harga barang pada naik semua otomatis,@detikcom ppn 12 harga barang pada naik semua otomatis,@detikcom ppn 12 harga barang pada naik semua otomatis,"['ppn', '12', 'harga', 'barang', 'pada', 'naik', 'semua', 'otomatis']","['ppn', '12', 'harga', 'barang', 'pada', 'naik', 'semua', 'otomatis']","['ppn', '12', 'harga', 'barang', 'otomatis']","['ppn', '12', 'harga', 'barang', 'otomatis']"
@pakmul63 Banyak sdah info soal PPN yg naik 12% dan soal siapa yg mendorong di belakang nya dan para politisi jg tahu dan itu pastinya oleh para pengusaha SONTOLOYO.,@pakmul63 banyak sdah info soal ppn yg naik 12 dan soal siapa yg mendorong di belakang nya dan para politisi jg tahu dan itu pastinya oleh para pengusaha sontoloyo,@pakmul63 banyak sudah info soal ppn yang naik 12 dan soal siapa yang mendorong di belakang nya dan para politisi juga tahu dan itu pastinya oleh para pengusaha sontoloyo,@pakmul63 banyak sudah info soal ppn yang naik 12 dan soal siapa yang mendorong di belakang nya dan para politisi juga tahu dan itu pastinya oleh para pengusaha sontoloyo,@pakmul63 banyak sudah info soal ppn yang naik 12 dan soal siapa yang mendorong di belakang nya dan para politisi juga tahu dan itu pastinya oleh para pengusaha sontoloyo,"['banyak', 'sudah', 'info', 'soal', 'ppn', 'yang', 'naik', '12', 'dan', 'soal', 'siapa', 'yang', 'mendorong', 'di', 'belakang', 'nya', 'dan', 'para', 'politisi', 'juga', 'tahu', 'dan', 'itu', 'pastinya', 'oleh', 'para', 'pengusaha', 'sontoloyo']","['banyak', 'sudah', 'info', 'soal', 'ppn', 'yang', 'naik', '12', 'dan', 'soal', 'siapa', 'yang', 'dorong', 'di', 'belakang', 'nya', 'dan', 'para', 'politisi', 'juga', 'tahu', 'dan', 'itu', 'pasti', 'oleh', 'para', 'usaha', 'sontoloyo']","['info', 'ppn', '12', 'dorong', 'nya', 'politisi', 'usaha', 'sontoloyo']","['info', 'ppn', '12', 'dorong', 'politisi', 'usaha', 'sontoloyo']"
Video: PPN Naik Jadi 12% Pengusaha AC Minta Stimulus Ini ke Prabowo https://t.co/dQvmwuUlMB,video ppn naik jadi 12 pengusaha ac minta stimulus ini ke prabowo ,video ppn naik jadi 12 pengusaha ac meminta stimulus ini ke prabowo ,video ppn naik jadi 12 pengusaha ac meminta stimulus ini ke prabowo ,video ppn naik jadi 12 pengusaha ac meminta stimulus ini ke prabowo ,"['video', 'ppn', 'naik', 'jadi', '12', 'pengusaha', 'ac', 'meminta', 'stimulus', 'ini', 'ke', 'prabowo']","['video', 'ppn', 'naik', 'jadi', '12', 'usaha', 'ac', 'minta', 'stimulus', 'ini', 'ke', 'prabowo']","['video', 'ppn', '12', 'usaha', 'ac', 'stimulus', 'prabowo']","['video', 'ppn', '12', 'usaha', 'ac', 'stimulus', 'prabowo']"
gue pikir taun depan ppn doang yang naik jadi 12% ternyata jam lembur gue juga naikkkk,gue pikir taun depan ppn doang yang naik jadi 12 ternyata jam lembur gue juga naikkkk,gue pikir tahun depan ppn doang yang naik jadi 12 ternyata jam lembur gue juga naikkkk,gue pikir tahun depan ppn doang yang naik jadi 12 ternyata jam lembur gue juga naik,gue pikir tahun depan ppn doang yang naik jadi 12 ternyata jam lembur gue juga naik,"['gue', 'pikir', 'tahun', 'depan', 'ppn', 'doang', 'yang', 'naik', 'jadi', '12', 'ternyata', 'jam', 'lembur', 'gue', 'juga', 'naik']","['gue', 'pikir', 'tahun', 'depan', 'ppn', 'doang', 'yang', 'naik', 'jadi', '12', 'nyata', 'jam', 'lembur', 'gue', 'juga', 'naik']","['gue', 'pikir', 'ppn', 'doang', '12', 'nyata', 'jam', 'lembur', 'gue']","['pikir', 'ppn', 'doang', '12', 'nyata', 'jam', 'lembur']"
@kompascom Di Konoha semua akan naik malah pemerintah sendiri yg membuat aturan kenaikan PPN 12%. Konoha rakyat tempat cari duit boro mensejahterakan malah mencekik rakyat sendiri itu Konoha Lo... Bukan RI...hahaha....,@kompascom di konoha semua akan naik malah pemerintah sendiri yg membuat aturan kenaikan ppn 12 konoha rakyat tempat cari duit boro mensejahterakan malah mencekik rakyat sendiri itu konoha lo bukan rihahaha,@kompascom di konoha semua akan naik malah pemerintah sendiri yang membuat aturan kenaikan ppn 12 konoha rakyat tempat cari duit boro mensejahterakan malah mencekik rakyat sendiri itu konoha lo bukan rihahaha,@kompascom di konoha semua akan naik malah pemerintah sendiri yang membuat aturan kenaikan ppn 12 konoha rakyat tempat cari duit boro mensejahterakan malah mencekik rakyat sendiri itu konoha lo bukan rihahaha,@kompascom di konoha semua akan naik malah pemerintah sendiri yang membuat aturan kenaikan ppn 12 konoha rakyat tempat cari duit boro mensejahterakan malah mencekik rakyat sendiri itu konoha lo bukan rihahaha,"['di', 'konoha', 'semua', 'akan', 'naik', 'malah', 'pemerintah', 'sendiri', 'yang', 'membuat', 'aturan', 'kenaikan', 'ppn', '12', 'konoha', 'rakyat', 'tempat', 'cari', 'duit', 'boro', 'mensejahterakan', 'malah', 'mencekik', 'rakyat', 'sendiri', 'itu', 'konoha', 'lo', 'bukan', 'rihahaha']","['di', 'konoha', 'semua', 'akan', 'naik', 'malah', 'perin', 'sendiri', 'yang', 'buat', 'atur', 'kenaikan', 'ppn', '12', 'konoha', 'rakyat', 'tempat', 'cari', 'duit', 'boro', 'mensejahterakan', 'malah', 'cekik', 'rakyat', 'sendiri', 'itu', 'konoha', 'lo', 'bukan', 'rihahaha']","['konoha', 'perin', 'atur', 'kenaikan', 'ppn', '12', 'konoha', 'rakyat', 'cari', 'duit', 'boro', 'mensejahterakan', 'cekik', 'rakyat', 'konoha', 'lo', 'rihahaha']","['konoha', 'perin', 'atur', 'kenaikan', 'ppn', '12', 'konoha', 'rakyat', 'cari', 'duit', 'boro', 'mensejahterakan', 'cekik', 'rakyat', 'konoha', 'rihahaha']"
Gak tau harus harus bersyukur atau gak. Untungnya hp nyokap rusak sblm ppn naik jd 12% wkwkwk ,gak tau harus harus bersyukur atau gak untungnya hp nyokap rusak sblm ppn naik jd 12 wkwkwk ,enggak tau harus harus bersyukur atau enggak untungnya hp nyokap rusak sebelum ppn naik jadi 12 wkwkwk ,enggak tau harus harus bersyukur atau enggak untungnya hp nyokap rusak sebelum ppn naik jadi 12 wkwkwk ,enggak tau harus harus bersyukur atau enggak untungnya hp nyokap rusak sebelum ppn naik jadi 12 wkwkwk ,"['enggak', 'tau', 'harus', 'harus', 'bersyukur', 'atau', 'enggak', 'untungnya', 'hp', 'nyokap', 'rusak', 'sebelum', 'ppn', 'naik', 'jadi', '12', 'wkwkwk']","['tidak', 'tau', 'harus', 'harus', 'syukur', 'atau', 'tidak', 'untung', 'hp', 'nyokap', 'rusak', 'belum', 'ppn', 'naik', 'jadi', '12', 'wkwkwk']","['tau', 'syukur', 'untung', 'hp', 'nyokap', 'rusak', 'ppn', '12']","['syukur', 'untung', 'hp', 'nyokap', 'rusak', 'ppn', '12']"
bjir udh ppn mau naik 12% qris kena mau pake cash byk uang palsu beredar wkwkwk,bjir udh ppn mau naik 12 qris kena mau pake cash byk uang palsu beredar wkwkwk,bjir sudah ppn mau naik 12 qris kena mau pakai cash banyak uang palsu beredar wkwkwk,bjir sudah ppn mau naik 12 qris kena mau pakai cash banyak uang palsu beredar wkwkwk,bjir sudah ppn mau naik 12 qris kena mau pakai cash banyak uang palsu beredar wkwkwk,"['bjir', 'sudah', 'ppn', 'mau', 'naik', '12', 'qris', 'kena', 'mau', 'pakai', 'cash', 'banyak', 'uang', 'palsu', 'beredar', 'wkwkwk']","['bjir', 'sudah', 'ppn', 'mau', 'naik', '12', 'qris', 'kena', 'mau', 'pakai', 'cash', 'banyak', 'uang', 'palsu', 'edar', 'wkwkwk']","['bjir', 'ppn', '12', 'qris', 'kena', 'pakai', 'cash', 'uang', 'palsu', 'edar']","['bjir', 'ppn', '12', 'qris', 'kena', 'pakai', 'cash', 'uang', 'palsu', 'edar']"
@prabowo Pak presiden segera batalkan kenaikan PPN 12% coba bapak turun kebawah cek harga harga barang mulai naik efek domino PPN 12 % yg akan segera diberlakukan ...,@prabowo pak presiden segera batalkan kenaikan ppn 12 coba bapak turun kebawah cek harga harga barang mulai naik efek domino ppn 12  yg akan segera diberlakukan ,@prabowo pak presiden segera batalkan kenaikan ppn 12 coba bapak turun kebawah cek harga harga barang mulai naik efek domino ppn 12  yang akan segera diberlakukan ,@prabowo pak presiden segera batalkan kenaikan ppn 12 coba bapak turun kebawah cek harga harga barang mulai naik efek domino ppn 12  yang akan segera diberlakukan ,@prabowo pak presiden segera batalkan kenaikan ppn 12 coba bapak turun kebawah cek harga harga barang mulai naik efek domino ppn 12  yang akan segera diberlakukan ,"['pak', 'presiden', 'segera', 'batalkan', 'kenaikan', 'ppn', '12', 'coba', 'bapak', 'turun', 'kebawah', 'cek', 'harga', 'harga', 'barang', 'mulai', 'naik', 'efek', 'domino', 'ppn', '12', 'yang', 'akan', 'segera', 'diberlakukan']","['pak', 'presiden', 'segera', 'batal', 'kenaikan', 'ppn', '12', 'coba', 'bapak', 'turun', 'bawah', 'cek', 'harga', 'harga', 'barang', 'mulai', 'naik', 'efek', 'domino', 'ppn', '12', 'yang', 'akan', 'segera', 'laku']","['presiden', 'batal', 'kenaikan', 'ppn', '12', 'coba', 'turun', 'cek', 'harga', 'harga', 'barang', 'efek', 'domino', 'ppn', '12', 'laku']","['presiden', 'batal', 'kenaikan', 'ppn', '12', 'coba', 'turun', 'cek', 'harga', 'harga', 'barang', 'efek', 'domino', 'ppn', '12', 'laku']"
@accendioe Oh iya ppn naik 12% jangan beli² dulu di indonesia,@accendioe oh iya ppn naik 12 jangan beli² dulu di indonesia,@accendioe oh iya ppn naik 12 jangan beli² dulu di indonesia,@accendioe oh iya ppn naik 12 jangan beli² dulu di indonesia,@accendioe oh iya ppn naik 12 jangan beli² dulu di indonesia,"['oh', 'iya', 'ppn', 'naik', '12', 'jangan', 'beli', '²', 'dulu', 'di', 'indonesia']","['oh', 'iya', 'ppn', 'naik', '12', 'jangan', 'beli', '²', 'dulu', 'di', 'indonesia']","['oh', 'iya', 'ppn', '12', 'beli', '²', 'indonesia']","['oh', 'ppn', '12', 'beli', '²', 'indonesia']"
udah memasuki ppn 12% kuota naik bgt jir,udah memasuki ppn 12 kuota naik bgt jir,sudah memasuki ppn 12 kuota naik banget jir,sudah memasuki ppn 12 kuota naik banget jir,sudah memasuki ppn 12 kuota naik banget jir,"['sudah', 'memasuki', 'ppn', '12', 'kuota', 'naik', 'banget', 'jir']","['sudah', 'masuk', 'ppn', '12', 'kuota', 'naik', 'banget', 'jir']","['masuk', 'ppn', '12', 'kuota', 'banget', 'jir']","['masuk', 'ppn', '12', 'kuota', 'banget', 'jir']"
Sejujurnya gue ikhlas banget kalo PPN naik 12% tapi pelayanan masyarakat fasilitas umum dllnya jadi semakin bagus seperti kalo kita bikin laporan di polisi langsung ditindaklanjuti tanpa ada embel-embel uang pelicinnya Ada laporan jalanan rusak besoknya langsung diperbaiki,sejujurnya gue ikhlas banget kalo ppn naik 12 tapi pelayanan masyarakat fasilitas umum dllnya jadi semakin bagus seperti kalo kita bikin laporan di polisi langsung ditindaklanjuti tanpa ada embelembel uang pelicinnya ada laporan jalanan rusak besoknya langsung diperbaiki,sejujurnya gue ikhlas banget kalo ppn naik 12 tapi pelayanan masyarakat fasilitas umum dllnya jadi semakin bagus seperti kalo kita bikin laporan di polisi langsung ditindaklanjuti tanpa ada embelembel uang pelicinnya ada laporan jalanan rusak besoknya langsung diperbaiki,sejujurnya gue ikhlas banget kalo ppn naik 12 tapi pelayanan masyarakat fasilitas umum dllnya jadi semakin bagus seperti kalo kita bikin laporan di polisi langsung ditindaklanjuti tanpa ada embelembel uang pelicinnya ada laporan jalanan rusak besoknya langsung diperbaiki,sejujurnya gue ikhlas banget kalo ppn naik 12 tapi pelayanan masyarakat fasilitas umum dllnya jadi semakin bagus seperti kalo kita bikin laporan di polisi langsung ditindaklanjuti tanpa ada embelembel uang pelicinnya ada laporan jalanan rusak besoknya langsung diperbaiki,"['sejujurnya', 'gue', 'ikhlas', 'banget', 'kalo', 'ppn', 'naik', '12', 'tapi', 'pelayanan', 'masyarakat', 'fasilitas', 'umum', 'dllnya', 'jadi', 'semakin', 'bagus', 'seperti', 'kalo', 'kita', 'bikin', 'laporan', 'di', 'polisi', 'langsung', 'ditindaklanjuti', 'tanpa', 'ada', 'embelembel', 'uang', 'pelicinnya', 'ada', 'laporan', 'jalanan', 'rusak', 'besoknya', 'langsung', 'diperbaiki']","['jujur', 'gue', 'ikhlas', 'banget', 'kalau', 'ppn', 'naik', '12', 'tapi', 'pelayanan', 'masyarakat', 'fasilitas', 'umum', 'dllnya', 'jadi', 'semakin', 'bagus', 'seperti', 'kalau', 'kita', 'bikin', 'lapor', 'di', 'polisi', 'langsung', 'ditindaklanjuti', 'tanpa', 'ada', 'embelembel', 'uang', 'pelicinnya', 'ada', 'lapor', 'jalan', 'rusak', 'besok', 'langsung', 'baik']","['jujur', 'gue', 'ikhlas', 'banget', 'ppn', '12', 'pelayanan', 'masyarakat', 'fasilitas', 'dllnya', 'bagus', 'bikin', 'lapor', 'polisi', 'langsung', 'ditindaklanjuti', 'embelembel', 'uang', 'pelicinnya', 'lapor', 'jalan', 'rusak', 'besok', 'langsung']","['jujur', 'ikhlas', 'banget', 'ppn', '12', 'pelayanan', 'masyarakat', 'fasilitas', 'dllnya', 'bagus', 'bikin', 'lapor', 'polisi', 'langsung', 'ditindaklanjuti', 'embelembel', 'uang', 'pelicinnya', 'lapor', 'jalan', 'rusak', 'besok', 'langsung']"
@eunhowibu Ini tu dalam rangka sebelum ppn naik 12% apa gmn ya,@eunhowibu ini tu dalam rangka sebelum ppn naik 12 apa gmn ya,@eunhowibu ini itu dalam rangka sebelum ppn naik 12 apa bagaimana ya,@eunhowibu ini itu dalam rangka sebelum ppn naik 12 apa bagaimana ya,@eunhowibu ini itu dalam rangka sebelum ppn naik 12 apa bagaimana ya,"['ini', 'itu', 'dalam', 'rangka', 'sebelum', 'ppn', 'naik', '12', 'apa', 'bagaimana', 'ya']","['ini', 'itu', 'dalam', 'rangka', 'belum', 'ppn', 'naik', '12', 'apa', 'bagaimana', 'iya']","['rangka', 'ppn', '12', 'iya']","['rangka', 'ppn', '12']"
Another day another tea from seleb unfaedah tiktod jangan lupa 3 hari lagi PPN naik jadi 12% guys,another day another tea from seleb unfaedah tiktod jangan lupa 3 hari lagi ppn naik jadi 12 guys,another day another tea from seleb unfaedah tiktod jangan lupa 3 hari lagi ppn naik jadi 12 guys,another day another tea from seleb unfaedah tiktod jangan lupa 3 hari lagi ppn naik jadi 12 guys,another day another tea from seleb unfaedah tiktod jangan lupa 3 hari lagi ppn naik jadi 12 guys,"['another', 'day', 'another', 'tea', 'from', 'seleb', 'unfaedah', 'tiktod', 'jangan', 'lupa', '3', 'hari', 'lagi', 'ppn', 'naik', 'jadi', '12', 'guys']","['another', 'day', 'another', 'tea', 'from', 'seleb', 'unfaedah', 'tiktod', 'jangan', 'lupa', '3', 'hari', 'lagi', 'ppn', 'naik', 'jadi', '12', 'guys']","['another', 'day', 'another', 'tea', 'from', 'seleb', 'unfaedah', 'tiktod', 'lupa', '3', 'ppn', '12', 'guys']","['another', 'day', 'another', 'tea', 'from', 'seleb', 'unfaedah', 'tiktod', 'lupa', '3', 'ppn', '12', 'guys']"
Diaspora yang setuju PPN disini naik 12 persen adalah Diaspora kontol,diaspora yang setuju ppn disini naik 12 persen adalah diaspora kontol,diaspora yang setuju ppn disini naik 12 persen adalah diaspora kontol,diaspora yang setuju ppn disini naik 12 persen adalah diaspora kontol,diaspora yang setuju ppn disini naik 12 persen adalah diaspora kontol,"['diaspora', 'yang', 'setuju', 'ppn', 'disini', 'naik', '12', 'persen', 'adalah', 'diaspora', 'kontol']","['diaspora', 'yang', 'tuju', 'ppn', 'sini', 'naik', '12', 'persen', 'adalah', 'diaspora', 'kontol']","['diaspora', 'tuju', 'ppn', '12', 'persen', 'diaspora', 'kontol']","['diaspora', 'tuju', 'ppn', '12', 'persen', 'diaspora', 'kontol']"
@seemyaza @garagarabola_ Ya kan Persijap nanti naik,@seemyaza @garagarabola ya kan persijap nanti naik,@seemyaza @garagarabola ya kan persijap nanti naik,@seemyaza @garagarabola ya kan persijap nanti naik,@seemyaza @garagarabola ya kan persijap nanti naik,"['ya', 'kan', 'persijap', 'nanti', 'naik']","['iya', 'kan', 'persijap', 'nanti', 'naik']","['iya', 'persijap']",['persijap']
@DitjenPajakRI Beras telor emang ga naik tapi ongkosnya bensinnya transportnya emang ga kena PPN 12% distributor jual ke toko kena pajak 12% lah si toko jual ke konsumen kena pajak lagi 12% tolong jelaskan,@ditjenpajakri beras telor emang ga naik tapi ongkosnya bensinnya transportnya emang ga kena ppn 12 distributor jual ke toko kena pajak 12 lah si toko jual ke konsumen kena pajak lagi 12 tolong jelaskan,@ditjenpajakri beras telor memang enggak naik tapi ongkosnya bensinnya transportnya memang enggak kena ppn 12 distributor jual ke toko kena pajak 12 lah sih toko jual ke konsumen kena pajak lagi 12 tolong jelaskan,@ditjenpajakri beras telor memang enggak naik tapi ongkosnya bensinnya transportnya memang enggak kena ppn 12 distributor jual ke toko kena pajak 12 lah sih toko jual ke konsumen kena pajak lagi 12 tolong jelaskan,@ditjenpajakri beras telor memang enggak naik tapi ongkosnya bensinnya transportnya memang enggak kena ppn 12 distributor jual ke toko kena pajak 12 lah sih toko jual ke konsumen kena pajak lagi 12 tolong jelaskan,"['beras', 'telor', 'memang', 'enggak', 'naik', 'tapi', 'ongkosnya', 'bensinnya', 'transportnya', 'memang', 'enggak', 'kena', 'ppn', '12', 'distributor', 'jual', 'ke', 'toko', 'kena', 'pajak', '12', 'lah', 'sih', 'toko', 'jual', 'ke', 'konsumen', 'kena', 'pajak', 'lagi', '12', 'tolong', 'jelaskan']","['beras', 'telor', 'memang', 'tidak', 'naik', 'tapi', 'ongkos', 'bensin', 'transportnya', 'memang', 'tidak', 'kena', 'ppn', '12', 'distributor', 'jual', 'ke', 'toko', 'kena', 'pajak', '12', 'lah', 'sih', 'toko', 'jual', 'ke', 'konsumen', 'kena', 'pajak', 'lagi', '12', 'tolong', 'jelas']","['beras', 'telor', 'ongkos', 'bensin', 'transportnya', 'kena', 'ppn', '12', 'distributor', 'jual', 'toko', 'kena', 'pajak', '12', 'sih', 'toko', 'jual', 'konsumen', 'kena', 'pajak', '12', 'tolong']","['beras', 'telor', 'ongkos', 'bensin', 'transportnya', 'kena', 'ppn', '12', 'distributor', 'jual', 'toko', 'kena', 'pajak', '12', 'toko', 'jual', 'konsumen', 'kena', 'pajak', '12', 'tolong']"
Disaat masalah PPN naik jadi 12% masih panas-panasnya Bisa-bisanya negara keluarin keputusan 6 5 thn penjara buat seorang Koruptor yg udh ambil uang negara 271 Triliun. Ibarat kata negara ini adalah seorang manusia rasanya gue mau ngomong Otak lu dimana ? ,disaat masalah ppn naik jadi 12 masih panaspanasnya bisabisanya negara keluarin keputusan 6 5 thn penjara buat seorang koruptor yg udh ambil uang negara 271 triliun ibarat kata negara ini adalah seorang manusia rasanya gue mau ngomong otak lu dimana  ,disaat masalah ppn naik jadi 12 masih panaspanasnya bisabisanya negara keluarkan keputusan 6 5 tahun penjara buat seorang koruptor yang sudah ambil uang negara 271 triliun ibarat kata negara ini adalah seorang manusia rasanya gue mau mengomong otak lu dimana  ,disaat masalah ppn naik jadi 12 masih panaspanasnya bisabisanya negara keluarkan keputusan 6 5 tahun penjara buat seorang koruptor yang sudah ambil uang negara 271 triliun ibarat kata negara ini adalah seorang manusia rasanya gue mau mengomong otak lu dimana  ,disaat masalah ppn naik jadi 12 masih panaspanasnya bisabisanya negara keluarkan keputusan 6 5 tahun penjara buat seorang koruptor yang sudah ambil uang negara 271 triliun ibarat kata negara ini adalah seorang manusia rasanya gue mau mengomong otak lu dimana  ,"['disaat', 'masalah', 'ppn', 'naik', 'jadi', '12', 'masih', 'panaspanasnya', 'bisabisanya', 'negara', 'keluarkan', 'keputusan', '6', '5', 'tahun', 'penjara', 'buat', 'seorang', 'koruptor', 'yang', 'sudah', 'ambil', 'uang', 'negara', '271', 'triliun', 'ibarat', 'kata', 'negara', 'ini', 'adalah', 'seorang', 'manusia', 'rasanya', 'gue', 'mau', 'mengomong', 'otak', 'lu', 'dimana']","['saat', 'masalah', 'ppn', 'naik', 'jadi', '12', 'masih', 'panaspanasnya', 'bisabisanya', 'negara', 'keluar', 'putus', '6', '5', 'tahun', 'penjara', 'buat', 'orang', 'koruptor', 'yang', 'sudah', 'ambil', 'uang', 'negara', '271', 'triliun', 'ibarat', 'kata', 'negara', 'ini', 'adalah', 'orang', 'manusia', 'rasa', 'gue', 'mau', 'omong', 'otak', 'lu', 'mana']","['ppn', '12', 'panaspanasnya', 'bisabisanya', 'negara', 'putus', '6', '5', 'penjara', 'orang', 'koruptor', 'ambil', 'uang', 'negara', '271', 'triliun', 'negara', 'orang', 'manusia', 'gue', 'omong', 'otak', 'lu']","['ppn', '12', 'panaspanasnya', 'bisabisanya', 'negara', 'putus', '6', '5', 'penjara', 'orang', 'koruptor', 'ambil', 'uang', 'negara', '271', 'triliun', 'negara', 'orang', 'manusia', 'omong', 'otak']"
Ppn 12% belom berlaku harga barang udah naik,ppn 12 belom berlaku harga barang udah naik,ppn 12 belum berlaku harga barang sudah naik,ppn 12 belum berlaku harga barang sudah naik,ppn 12 belum berlaku harga barang sudah naik,"['ppn', '12', 'belum', 'berlaku', 'harga', 'barang', 'sudah', 'naik']","['ppn', '12', 'belum', 'berlaku', 'harga', 'barang', 'sudah', 'naik']","['ppn', '12', 'berlaku', 'harga', 'barang']","['ppn', '12', 'berlaku', 'harga', 'barang']"
